Player_Notes,Player_Name,PF-2015,TO-2015,BLK-2015,STL-2015,AST-2015,TR-2015,DR-2015,OR-2015,PTS-2015,FT %-2015,FT Attempted-2015,FT Made-2015,2P %-2015,2P Attempted-2015,2P Made-2015,3P  %-2015,3P Attempted-2015,3P Made-2015,FG %-2015,FG Attempted-2015,FG Made-2015,Minutes-2015,Games Started-2015,Games-2015,Consolidated_Agent,Agency,Team,Position,Draft_Status,Draft_Year,Draft_Round,Draft_Order,Contract_Contract_Years,Contract_Expires,Current_Contract_Value,Contract_Contract_Avg,College,Experience,Age,Signed_Using,Salary_214-15,Salary_215-16,Salary_216-17,Salary_217-18,Salary_218-19,Previous_Contract_Years,Previous_Contract_TotalVal,Previous_Contract_TotalAvg,Secondary_Agent,Tertiary_Agent,PER_2013_2014,EWA_2013_2014,PER_2014_2015,EWA_2014_2015,Cumulative_TwoYear_EWA
,Avery Bradley,2.3,1.4,0.2,1.1,1.7,3.1,2.5,0.6,14.0,0.8,1.3,1.0,0.5,8.8,4.1,0.4,4.5,1.6,0.4,13.3,5.7,31.5,62.0,62.0,Mitchell Butler,Lagardere Unlimited,BOS,PG,Drafted,2010,1,19,4,2018,32000000,8000000,Texas,4,24,Bird Rights,719111,773337,8269663,888989,,4,7084872,1771218,,,12.8,1.7,11.6,0.5,2.2
,Brian Roberts,1.1,0.8,0.1,0.4,2.3,1.5,1.3,0.2,6.6,0.9,1.0,0.9,0.5,3.7,1.7,0.3,2.6,0.8,0.4,6.3,2.5,19.0,10.0,63.0,Luciano Capicchioni,ASM Sports,CHO,PG,Undrafted,,,,2,2016,5586940,2793470,Dayton,2,29,Room Exception,2732,285494,,,,2,1262476,631238, Manuel Capicchioni,,13.5,2.1,11.1,0.1,2.2
,Nick Calathes,1.5,1.0,0.1,1.2,2.5,1.7,1.4,0.3,4.3,0.5,0.8,0.4,0.5,3.5,1.6,0.3,0.8,0.2,0.4,4.3,1.8,13.8,0.0,44.0,Dan Fegan,Relativity Sports,MEM,SG,Drafted,2009,2,45,2,2015,1306662,653331,Florida,1,26,Minimum Salary,816482,,,,,,,,,,12.4,1.1,14.9,1.1,2.2
,Donatas Motiejunas,2.9,1.7,0.5,0.7,1.7,5.9,4.0,2.0,11.7,0.6,2.3,1.3,0.5,7.8,4.2,0.4,1.8,0.7,0.5,9.7,4.8,28.1,57.0,66.0,Herb Rudoy,Wasserman Media Group,HOU,PF,Drafted,2011,1,20,4,2016,6556245,1639061,International,2,24,1st Round Pick,148392,228825,3278996,,,,,,,,10.8,-0.4,14.4,2.6,2.2
,Marvin Williams,2.0,0.8,0.4,0.9,1.2,4.5,3.8,0.7,7.0,0.7,1.0,0.7,0.5,2.6,1.4,0.4,3.3,1.2,0.4,5.9,2.6,24.8,21.0,61.0,James L. Tanner,Tandem Sports + Entertainment,CHO,PF,Drafted,2005,1,2,2,2016,14000000,7000000,North Carolina,9,28,,7,7,,,,5,37500000,7500000, Jr.,,14.0,2.1,11.5,0.0,2.1
,Shelvin Mack,0.6,0.9,0.0,0.4,2.5,1.3,1.1,0.1,5.2,0.7,0.6,0.4,0.4,2.6,1.1,0.4,2.3,0.8,0.4,4.9,2.0,14.1,0.0,41.0,Doug Neustadt,The Neustadt Group,ATL,PG,Drafted,2011,2,34,,2017,,,Butler,,,Cap Space,2433333,2433333,2433334,,,,,,,,13.3,1.7,12.2,0.3,2.0
,Raymond Felton,0.3,0.4,0.2,0.3,1.2,0.6,0.6,0.0,2.1,0.9,0.4,0.4,0.3,1.9,0.6,0.2,0.7,0.2,0.3,2.6,0.8,6.8,1.0,19.0,Colin E. Bryant,,DAL,PG,Drafted,2005,1,5,4,2016,14861532,3715383,North Carolina,9,30,Cap Space,436,454,,,,2,14560000,7280000, Anthony Dutt,,12.9,1.9,,,1.9
,Jerryd Bayless,2.1,1.6,0.2,0.8,3.0,2.6,2.3,0.2,8.1,0.9,1.8,1.6,0.5,5.2,2.5,0.3,1.5,0.5,0.4,6.7,3.0,22.1,4.0,62.0,Jeff Schwartz,Excel Sports Management,MIL,PG,Drafted,2008,1,11,2,2016,6000000,3000000,Arizona,6,26,Cap Space,3,3,,,,2,6135000,3067500,,,12.0,0.9,12.5,1.0,1.9
,Pablo Prigioni,1.2,1.0,0.0,1.1,2.4,1.7,1.3,0.5,4.1,0.8,0.5,0.4,0.6,0.9,0.5,0.3,2.5,0.9,0.4,3.5,1.4,17.3,3.0,51.0,George Bass,NO AFFILIATED AGENCY,HOU,PG,Undrafted,,,,3,2016,4988883,1662961,International,2,37,MLE,1662961,1734572,,,,1,473604,473604,,,13.0,1.3,12.4,0.6,1.9
,Matt Barnes,3.1,1.1,0.7,0.9,1.5,3.9,3.3,0.6,10.1,0.8,1.3,1.0,0.6,3.4,1.9,0.4,4.6,1.7,0.5,7.9,3.6,29.7,61.0,63.0,Aaron Goodwin,Goodwin Sports Management,LAC,SF,Drafted,2002,2,46,3,2016,10188750,3396250,California-Los Angeles,11,34,MLE,339625,35425,,,,1,1229255,1229255,,,12.1,1.3,11.2,0.6,1.9
,Elton Brand,1.8,0.4,0.8,0.6,0.6,3.4,2.4,1.0,2.8,0.5,0.7,0.4,0.4,2.8,1.2,0.0,0.0,0.0,0.4,2.8,1.2,14.1,2.0,25.0,David Falk,FAME,ATL,PF,Drafted,1999,1,1,1,2015,2000000,2000000,Duke,,,Cap Space,2,,,,,1,4000000,4000000,,,14.1,1.8,,,1.8
traded to Celtics in 2014 - waived - now in China,Will Bynum,,,,,,,,,,,,,,,,,,,,,,,,0.0,Mark Bartelstein,Priority Sports,BOS,PG,Undrafted,,,,,2015,,,Georgia Tech,7,32,,291598,,,,,,,,,,14.4,1.8,,,1.8
,Nate Robinson,1.9,0.7,0.1,0.4,2.3,1.2,0.8,0.4,5.6,0.7,1.2,0.8,0.4,3.4,1.3,0.3,2.7,0.7,0.3,6.1,2.1,14.2,1.0,38.0,Aaron Goodwin ,Goodwin Sports Management,BOS,PG,Drafted,2005,1,21,10 days,2015,77459,,Washington,9,30,,21672,,,,,2,4122720,2061360,,,15.6,2.0,10.0,-0.2,1.8
,Jordan Farmar,1.4,0.9,0.1,0.6,1.9,1.2,0.9,0.2,4.6,0.9,0.3,0.3,0.4,1.7,0.7,0.4,2.7,1.0,0.4,4.4,1.7,14.7,0.0,36.0,Tony Dutt ,Stealth Sports,LAC,PG,Undrafted,2006,1,26,,2016,,,California-Los Angeles,7,28,,21,21,,,,,,,,,15.1,1.8,10.1,0.0,1.8
,Harrison Barnes,1.7,0.9,0.2,0.7,1.4,5.7,4.1,1.5,10.1,0.7,1.9,1.3,0.5,5.2,2.7,0.4,2.7,1.1,0.5,8.0,3.8,28.9,66.0,66.0,Jeffrey Wechsler,24/7 Sports Management,GSW,SF,Drafted,2012,1,7,4,2016,8771880,2192970,North Carolina,2,22,1st Round Pick,34992,3873398,5194226,,,,,,,,9.9,-0.7,13.2,2.5,1.8
,Kevin Seraphin,2.5,1.3,0.7,0.1,0.8,3.6,2.4,1.2,6.6,0.7,1.0,0.7,0.5,5.6,3.0,0.0,0.0,0.0,0.5,5.6,3.0,15.4,0.0,64.0,Rich Paul,Klutch Sports Management,WAS,C,Drafted,2010,1,17,1,2015,3898691,3898691,International,4,25,1st Round Pick,3898691,,,,,4,7802194,1950549,,,12.5,0.6,13.1,1.2,1.8
,Wesley Johnson,2.1,1.1,0.6,0.8,1.6,3.8,3.0,0.8,9.7,0.8,1.5,1.3,0.5,5.1,2.4,0.4,3.4,1.2,0.4,8.5,3.6,28.9,45.0,62.0,Rob Pelinka,Landmark Sports Agency,LAL,SF,Drafted,2010,1,4,1,2015,981084,981084,Syracuse,4,27,Minimum Salary,98184,,,,,1,916099,916099,,,11.1,0.6,11.9,1.1,1.7
,Richard Jefferson,1.5,0.7,0.2,0.4,0.8,2.6,2.3,0.4,5.5,0.6,1.4,0.9,0.5,2.2,1.0,0.4,2.0,0.9,0.4,4.2,1.9,16.9,11.0,62.0,Todd W. Eley,Stratosphere Sports,DAL,SF,Drafted,2001,1,13,1,2015,1448490,1448490,Arizona,13,34,Minimum Salary,144849,,,,,4,38892000,9723000,,,11.9,1.5,10.9,0.2,1.7
,Mirza Teletovic,1.9,1.3,0.4,0.4,1.1,4.9,4.2,0.7,8.5,0.7,1.2,0.8,0.5,3.2,1.5,0.3,4.8,1.6,0.4,8.0,3.1,22.3,4.0,40.0,Miodrag Raznatovic,BeoBasket,BRK,PF,Undrafted,,,,3,2015,9687150,3229050,International,2,29,Mini MLE,33681,,,,,,,,,,14.4,2.0,10.8,-0.3,1.7
,Gary Neal,1.7,1.1,0.0,0.4,1.8,2.4,2.1,0.3,10.0,0.9,2.5,2.2,0.4,6.3,2.5,0.3,3.1,0.9,0.4,9.4,3.5,22.1,1.0,53.0,David Bauman,DB Hoops,MIN,SG,Undrafted,,,,2,2015,6500000,3250000,Towson,4,30,Cap Space,325,,,,,3,2090188,696729,,,12.5,1.1,11.4,0.5,1.6
,Patrick Beverley,3.3,1.5,0.4,1.1,3.3,4.4,3.2,1.3,10.2,0.7,1.1,0.8,0.4,3.8,1.6,0.4,5.8,2.1,0.4,9.6,3.6,30.9,51.0,52.0,Kevin Bradbury,BDA Sports,HOU,PG,Drafted,2009,2,42,3,2015,1985491,661830,International,2,26,Cap Space,915243,1181348,,,,2,1262476,631238, Bill Duffy, Rade Filipovich,12.4,1.2,11.5,0.4,1.6
,Thomas Robinson,1.8,1.0,0.3,0.5,0.4,5.3,3.7,1.6,4.7,0.5,1.8,0.9,0.5,4.0,1.9,0.0,0.0,0.0,0.5,4.0,1.9,13.5,4.0,43.0,Anthony Dutt,Rival Sports Group,DEN,PF,Drafted,2012,1,5,3,2015,10579440,3526480,Kansas,2,23,,367836,,,,,,,, Jeremiah Haylett,,14.2,1.2,13.0,0.4,1.6
,Tyler Hansbrough,1.8,0.3,0.2,0.4,0.3,3.2,1.9,1.3,2.9,0.7,1.7,1.1,0.5,1.7,0.9,0.1,0.1,0.0,0.5,1.9,0.9,12.8,2.0,59.0,Jeff Schwartz,Excel Sports Management,TOR,PF,Drafted,2009,1,13,2,2015,6509235,3254618,North Carolina,5,29,MLE,3326235,,,,,4,9051419,2262855,,,14.2,1.3,11.8,0.1,1.4
,Glen Davis,1.8,0.5,0.3,0.6,0.5,2.3,1.7,0.6,4.2,0.6,1.3,0.8,0.5,3.5,1.7,0.0,0.1,0.0,0.5,3.5,1.7,12.0,0.0,60.0,John Hamilton,Performance Sports Management,ORL,PF,Drafted,2007,2,35,1,2015,1227985,1227985,Louisiana State,7,29,,66,,,,,4,25700000,6425000,,,13.1,1.4,11.5,0.0,1.4
,Kendall Marshall,0.9,1.3,0.0,0.8,3.1,1.0,0.9,0.1,4.2,0.9,0.3,0.3,0.5,2.0,1.0,0.4,1.6,0.6,0.5,3.6,1.6,14.9,3.0,28.0,Steve Heumann,Octagon,PHO,PG,Drafted,2012,1,13,,2015,,,North Carolina,2,23,,915243,,,,,,,, Alexandros Saratsis ,,12.7,1.3,12.6,0.0,1.3
,Thabo Sefolosha,1.3,0.7,0.5,1.0,1.5,4.3,3.3,1.0,5.1,0.7,1.1,0.8,0.5,3.1,1.5,0.3,1.4,0.4,0.4,4.5,1.9,19.0,7.0,45.0,Guy Zucker ,Zucker International,ATL,SF,Drafted,2006,1,13,3,2017,12000000,4000000,International,8,30,,4,4,4,,,4,14050000,3512500,,,10.4,-0.1,13.8,1.4,1.3
,Dorell Wright,1.2,0.4,0.2,0.4,0.8,2.0,1.7,0.2,4.1,0.8,0.8,0.7,0.4,1.4,0.5,0.4,2.0,0.8,0.4,3.3,1.3,10.9,1.0,39.0,Makhtar Ndiaye,Wasserman Media Group,POR,SF,Drafted,2004,1,19,2,2015,6135000,3067500,High School,10,29,Cap Space,3145,,,,,3,11429000,3809667, Arn Tellem,,12.0,0.7,13.6,0.6,1.3
,Jimmer Fredette,0.8,0.6,0.0,0.3,1.2,0.8,0.6,0.2,3.7,1.0,0.9,0.8,0.5,2.4,1.2,0.2,1.0,0.2,0.4,3.4,1.3,10.3,0.0,45.0,Jeff Austin,Octagon,NOP,PG,Drafted,2011,1,10,1,2015,948163,948163,Brigham Young,3,30,Minimum Salary,948163,,,,,3,7017240,2339080,,,15.9,1.3,10.5,-0.1,1.2
,Robert Sacre,1.8,0.4,0.6,0.4,0.8,3.4,2.1,1.3,4.5,0.7,1.3,0.9,0.4,4.5,1.8,0.0,0.0,0.0,0.4,4.5,1.8,16.5,18.0,55.0,Greg Heinke,Edge Sports,LAL,C,Drafted,2012,2,60,3,2016,2685463,895154,Gonzaga,2,25,Non Bird Rights,915243,981358,,,,1,473604,473604, Keith Kreiter,,12.2,0.9,11.2,0.3,1.2
,Martell Webster,0.8,0.7,0.0,0.2,0.5,1.2,1.0,0.2,2.6,0.7,1.5,1.1,0.3,1.3,0.4,0.2,1.2,0.3,0.3,2.5,0.6,10.0,0.0,22.0,Jarinn Akana,Relativity Sports,WAS,SF,Drafted,2005,1,6,4,2017,21990500,5497625,High School,9,28,MLE,538175,57135,58455,,,1,1600000,1600000, Dan Fegan,,11.6,1.1,,,1.1
,Jason Smith,2.6,1.1,0.4,0.4,1.6,3.8,2.5,1.2,7.7,0.8,1.7,1.4,0.4,6.7,3.0,0.4,0.3,0.1,0.4,7.0,3.1,21.2,28.0,66.0,Mark Bartelstein,Priority Sports,NYK,PF,Drafted,2007,1,20,1,2015,3278000,3278000,Colorado State,6,29,Mini MLE,3278,,,,,3,7500000,2500000, Reginald L. Brown, Bradley Ames,12.5,0.8,11.8,0.2,1.0
,Ronny Turiaf,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,2.0,Bradley Ames,Priority Sports,PHI,C,Drafted,2005,2,37,2,2015,3000000,1500000,Gonzaga,9,32,,16,,,,,1,1146337,1146337, Mark Bartelstein,,13.8,1.0,,,1.0
,Larry Sanders,3.9,1.0,1.4,1.0,0.9,6.1,3.7,2.5,7.3,0.5,1.8,0.9,0.5,6.4,3.2,0.0,0.0,0.0,0.5,6.4,3.2,21.7,26.0,27.0,Dan Fegan,Relativity Sports,MIL,C,Drafted,2010,1,15,,2018,,,Virginia Commonwealth,,,,11,11,11,11,,,,,,,14.0,1.0,15.3,0.0,1.0
,Maurice Harkless,1.5,0.6,0.2,0.7,0.7,2.3,1.5,0.7,3.4,0.6,0.9,0.5,0.5,2.1,1.1,0.2,1.2,0.2,0.4,3.4,1.3,14.6,1.0,35.0,Chris Patrick,Relativity Sports,ORL,SF,Drafted,2012,1,15,4,2016,8323699,2080925,St. John's,2,31,1st Round Pick,188784,289458,445893,,,,,, Happy David Walters,,11.9,1.3,8.9,-0.4,0.9
,Chris Douglas-Roberts,1.2,0.0,0.0,0.1,0.3,1.0,0.9,0.1,1.6,1.0,0.7,0.7,0.3,1.2,0.3,0.1,0.6,0.1,0.2,1.8,0.4,8.6,0.0,12.0,Leon Rose,Creative Artists Agency,BOS,SG,Drafted,2008,2,40,,2015,,,Memphis,,,,915243,,,,,,,,,,12.2,0.9,,,0.9
,Xavier Henry,0.7,0.3,0.0,0.3,0.3,0.4,0.2,0.2,2.2,0.6,2.7,1.6,0.2,1.4,0.3,0.0,0.0,0.0,0.2,1.4,0.3,9.6,0.0,9.0,Arn Tellem ,Wasserman Media Group,LAL,SF,Undrafted,2010,1,12,,2015,,,Kansas,4,23,,182,,,,,,,,,,12.4,0.8,,,0.8
,Austin Rivers,2.0,0.9,0.2,0.7,2.2,2.0,1.6,0.4,7.1,0.7,1.7,1.1,0.4,5.0,2.2,0.3,1.8,0.5,0.4,6.8,2.7,21.0,5.0,62.0,David Falk,FAME,LAC,SG,Drafted,2012,1,10,3,2015,7017240,2339080,Duke,2,24,1st Round Pick,243984,,,,,,,,,,11.6,0.7,10.6,0.1,0.8
,Dennis Schroeder,1.6,1.9,0.0,0.7,4.1,2.0,1.7,0.3,9.4,0.8,2.3,1.8,0.8,,,,1.7,0.6,0.4,8.2,3.5,19.4,7.0,65.0,Alex Saratsis,Octagon,ATL,PG,Drafted,2013,1,17,3,2018,4802280,1600760,International,,,,16968,17634,278582,3824518,,,,,,,5.8,-1.7,15.2,2.4,0.7
,Kyle Singler,1.9,0.7,0.3,0.6,1.1,2.5,2.0,0.4,6.5,0.8,0.7,0.6,0.4,2.8,1.0,0.4,3.2,1.3,0.4,6.0,2.3,22.6,50.0,67.0,Jason Ranne,Wasserman Media Group,OKC,SF,Drafted,2011,2,33,3,2015,3135000,1045000,Duke,2,26,MLE,19,,,,,,,, Gregory Lawrence,,11.9,1.6,9.1,-1.1,0.5
,Joel Freeland,1.9,0.6,0.5,0.1,0.4,4.2,2.7,1.5,3.2,0.8,0.6,0.5,0.5,2.9,1.4,0.0,0.0,0.0,0.5,2.9,1.4,12.6,8.0,34.0,Rafa Calvo,Elite Sports Management,POR,C,Drafted,2006,1,30,3,2015,8925000,2975000,International,2,28,Cap Space,31,,,,,,,,,,11.3,0.3,11.7,0.2,0.5
,Derrick Williams,0.9,0.7,0.0,0.4,0.5,2.6,2.1,0.5,7.2,0.7,2.2,1.5,0.5,3.8,1.9,0.3,1.9,0.6,0.4,5.7,2.6,18.3,5.0,58.0,Rob Pelinka,Landmark Sports Agency,SAC,PF,Drafted,2011,1,2,3,2015,14429520,4809840,Arizona,3,23,1st Round Pick,6679866,8717225,,,,,,,,,11.5,0.0,12.5,0.5,0.5
,Jared Dudley,1.5,0.8,0.1,0.9,1.8,3.1,2.4,0.7,7.4,0.7,1.0,0.7,0.5,3.3,1.7,0.4,2.7,1.1,0.5,6.0,2.8,23.9,21.0,64.0,Mark Bartelstein,Priority Sports,MIL,SG,Drafted,2007,1,22,5,2016,21250000,4250000,Boston College,7,29,Bird Rights,425,425,,,,4,5818028,1454507,,,8.9,-1.4,13.0,1.8,0.4
,Reggie Evans,2.1,1.0,0.1,0.5,0.6,6.5,4.4,2.1,3.9,0.6,2.3,1.4,0.4,2.9,1.2,0.0,0.1,0.0,0.4,2.9,1.2,17.1,5.0,37.0,Andrew Miller,ASM Sports,SAC,C,Undrafted,,,,3,2015,5086905,1695635,Iowa,12,34,Non Bird Rights,1768654,,,,,1,1229255,1229255, Juan Aisa, Gerard Darnes Soms,11.7,0.1,11.2,0.2,0.3
,Jeff Ayres,1.3,0.4,0.2,0.2,0.3,2.2,1.6,0.6,2.6,0.8,0.7,0.5,0.6,1.8,1.0,0.0,0.0,0.0,0.6,1.8,1.0,7.8,0.0,38.0,Charles Grantham,,SAS,PF,Drafted,2009,2,31,2,2015,3578750,1789375,Arizona State,4,27,MLE,182875,,,,,2,3000000,1500000,,,11.2,0.3,,,0.3
,Shawne Williams,2.4,0.5,0.3,0.5,0.8,2.8,2.3,0.6,6.1,0.9,0.7,0.6,0.5,2.0,1.0,0.4,3.2,1.2,0.4,5.2,2.2,19.2,22.0,51.0,Happy David Walters,Relativity Sports,NOP,SF,Drafted,2006,1,17,2,2016,2584131,1292066,Memphis,7,29,,1145685,,,,,,,,,,9.5,0.0,11.2,0.3,0.3
,Steve Novak,0.6,0.2,0.0,0.0,0.3,0.7,0.6,0.0,2.1,0.0,0.1,0.0,0.0,0.1,0.0,0.5,1.5,0.7,0.4,1.6,0.7,5.1,0.0,24.0,Mark Bartelstein,Priority Sports,OKC,SF,Undrafted,,,,,2016,,,Marquette,8,31,Early Bird,3445947,375,,,,,,,,,11.1,0.2,,,0.2
,Kenyon Martin,1.2,0.3,0.5,0.5,0.5,1.7,1.2,0.5,1.8,1.0,0.2,0.2,0.4,2.0,0.8,0.0,0.0,0.0,0.4,2.0,0.8,9.5,0.0,11.0,Brian Dyke,ASM Sports,MIL,PF,Drafted,2000,1,1,,2015,,,Cincinnati,14,37,,81849,,,,,,,,,,12.3,0.2,,,0.2
,Channing Frye,2.7,1.1,0.6,0.6,1.3,4.0,3.7,0.3,7.6,0.9,0.5,0.4,0.4,1.9,0.7,0.4,4.8,1.9,0.4,6.7,2.6,26.1,49.0,67.0,Rob Pelinka,Landmark Sports Agency,ORL,PF,Drafted,2005,1,8,4,2018,32000000,8000000,Arizona,8,31,Cap Space,857988,819329,786971,742912,,5,30000000,6000000,,,13.3,2.0,9.4,-1.8,0.2
,E'Twaun Moore,0.7,0.2,0.1,0.4,0.5,0.9,0.7,0.2,2.8,0.6,0.4,0.2,0.5,1.8,0.9,0.4,0.7,0.3,0.5,2.5,1.2,9.3,0.0,46.0,Mark Bartelstein,Priority Sports,CHI,SG,Drafted,2011,2,55,2,2016,1963604,981802,Purdue,3,26,Minimum Salary,948163,115421,,,,2,1646488,823244,,,11.2,0.1,,,0.1
,Alonzo Gee,1.0,0.6,0.1,0.7,0.4,1.6,1.0,0.6,4.5,0.7,1.5,1.1,0.5,2.6,1.3,0.4,0.6,0.2,0.5,3.2,1.6,12.0,0.0,45.0,Andre Buck,Relativity Sports,POR,SF,Undrafted,,,,1,2015,1063384,1063384,Alabama,5,27,Minimum Salary,163384,,,,,3,9750000,3250000,,,8.6,-0.9,14.1,1.0,0.1
,Quincy Acy,2.2,0.9,0.3,0.4,1.0,4.5,3.3,1.2,5.5,0.7,1.2,0.9,0.5,4.0,2.0,0.3,0.7,0.2,0.5,4.7,2.2,19.1,21.0,53.0,Michael Silverman,Athlete Management Group,NYK,SF,Drafted,2012,2,37,3,2015,2369115,789705,Baylor,2,24,Cap Space,915243,1181348,,,,,,,,,10.1,-0.2,11.2,0.3,0.1
,Nick Collison,2.3,0.7,0.4,0.5,1.3,3.7,2.3,1.4,3.9,0.7,1.0,0.7,0.5,2.8,1.3,0.3,0.9,0.2,0.4,3.7,1.5,16.1,2.0,60.0,Mike Higgins,The Higgins Group,OKC,PF,Drafted,2003,1,12,4,2015,11030000,2757500,Kansas,10,34,Bird Rights,22423,,,,,4,31600000,7900000,,,11.8,0.2,11.1,-0.2,0.0
,Archie Goodwin,1.2,0.8,0.2,0.3,1.0,1.6,1.0,0.6,4.6,0.7,1.8,1.3,0.4,3.1,1.1,0.4,0.9,0.3,0.4,4.0,1.4,9.9,0.0,27.0,Charles Briscoe,Briscoe Sports Management,PHO,SG,Drafted,2013,1,29,3,2017,3336840,1112280,Kentucky,1,20,1st Round Pick,111228,11616,29489,3141133,,,,,,,10.3,0.0,,,0.0
,Jason Terry,1.4,1.0,0.2,0.9,1.9,1.6,1.3,0.2,6.7,0.8,0.6,0.5,0.5,1.5,0.8,0.4,4.1,1.6,0.4,5.7,2.3,20.7,6.0,63.0,Dan Fegan,Wasserman Media Group,HOU,SG,Drafted,1999,1,10,3,2015,15675000,5225000,Arizona,15,37,MLE,545,,,,,6,58023000,9670500, Byron Irvin,,7.5,-0.9,11.8,0.8,-0.1
,Nazr Mohammed,0.7,0.4,0.2,0.2,0.1,1.7,1.2,0.5,1.4,0.3,0.2,0.1,0.4,1.5,0.6,0.0,0.0,0.0,0.4,1.5,0.6,6.1,0.0,17.0,Mike Higgins,The Higgins Group,CHI,C,Drafted,1998,1,29,1,2015,1448490,1448490,Kentucky,16,37,Minimum Salary,144849,,,,,1,1399507,1399507,,,10.2,-0.1,,,-0.1
,Mike Miller,1.5,0.5,0.1,0.3,0.9,1.8,1.7,0.1,2.0,0.5,0.0,0.0,0.3,0.3,0.1,0.3,1.9,0.6,0.3,2.2,0.7,13.9,14.0,44.0,Arn Tellem ,Wasserman Media Group,MIA,SG,Drafted,2000,1,5,2,2015,5586940,2793470,Florida,14,35,,66,,,,,5,29000000,5800000,,,12.5,1.7,4.3,-1.9,-0.2
,Caron Butler,1.6,0.6,0.0,0.6,0.9,2.7,2.3,0.3,5.5,0.9,0.8,0.7,0.5,2.4,1.1,0.3,2.7,0.9,0.4,5.1,2.0,20.6,5.0,62.0,Raymond Brothers,IAM Sports,DET,SF,Drafted,2002,1,10,2,2016,9000000,4500000,Connecticut,12,34,,45,45,,,,3,24000000,8000000,,,12.2,1.2,8.3,-1.4,-0.2
,Kent Bazemore,1.7,1.0,0.5,0.7,1.0,2.8,2.6,0.3,5.1,0.6,1.3,0.7,0.5,2.6,1.2,0.4,1.6,0.6,0.4,4.2,1.9,16.9,6.0,60.0,Austin Walton ,Walton Sports,ATL,,Undrafted,,,,2,2016,4000000,2000000,Old Dominion,2,25,,2,2,,,,,,,,,11.3,0.4,9.2,-0.6,-0.2
,Matt Bonner,1.0,0.2,0.2,0.2,0.7,1.6,1.2,0.4,4.1,0.8,0.6,0.5,0.4,1.6,0.7,0.4,2.0,0.7,0.4,3.6,1.4,13.8,18.0,57.0,Kenneth Grant,Championship Sports,SAS,C,Drafted,2003,2,45,1,2015,1448490,1448490,Florida,10,34,Minimum Salary,144849,,,,,4,13890000,3472500,,,11.3,-0.1,10.3,-0.1,-0.2
,Iman Shumpert,2.3,1.5,0.3,1.3,2.3,3.4,2.6,0.9,7.8,0.7,1.0,0.7,0.5,4.4,2.0,0.3,3.0,1.0,0.4,7.4,3.0,24.7,24.0,50.0,Happy Walters,Relativity Sports,CLE,SG,Drafted,2011,1,17,4,2016,7517295,1879324,Georgia Tech,3,24,1st Round Pick,2761113,3898691,,,,,,,,,9.7,-0.8,11.6,0.6,-0.2
,Gerald Wallace,0.6,0.5,0.1,0.5,0.2,1.4,1.0,0.4,0.9,0.6,0.4,0.2,0.4,0.7,0.3,0.3,0.1,0.0,0.3,0.9,0.3,8.2,0.0,27.0,Rob Pelinka,Landmark Sports Agency,BOS,SF,Drafted,2001,1,25,4,2016,40000030,10000008,Alabama,13,32,Bird Rights,115855,115855,,,,5,48075000,9615000,,,10.0,-0.3,,,-0.3
,Danny Granger,2.2,0.8,0.2,0.4,0.6,2.7,2.0,0.7,6.3,0.8,1.2,0.9,0.4,2.6,1.2,0.4,2.8,1.0,0.4,5.4,2.2,20.4,6.0,30.0,Mark Bartelstein,Creative Artists Agency,PHO,SF,Drafted,2005,1,17,2,2016,4247465,2123733,New Mexico,9,31,BAE,21,21,,,,5,60000000,12000000, Aaron Mintz ,,10.9,0.2,8.7,-0.6,-0.4
,Ray McCallum,1.3,1.1,0.1,0.5,2.4,2.2,1.5,0.7,6.2,0.7,1.0,0.7,0.5,4.5,2.1,0.3,1.4,0.4,0.4,5.9,2.5,17.9,14.0,52.0,Arn Tellem,Wasserman Media Group,SAC,PG,Drafted,2013,2,36,3,2016,2288374,762791,Detroit,1,23,Cap Space,816482,947276,,,,,,, Thaddeus Foucher,,9.7,-0.6,11.5,0.2,-0.4
,Greg Stiemsma,0.9,0.4,0.0,0.1,0.2,1.0,0.4,0.6,0.9,0.5,0.3,0.1,0.9,0.5,0.4,0.0,0.0,0.0,0.9,0.5,0.4,4.0,0.0,15.0,Michael W. Naiditch,Priority Sports,TOR,C,Undrafted,,,,1,2015,981084,981084,Wisconsin,3,29,Minimum Salary,98184,,,,,2,5265875,2632938,,,9.8,-0.4,,,-0.4
,Anthony Tolliver,1.6,0.6,0.2,0.3,0.6,2.7,2.1,0.6,5.6,0.8,1.0,0.8,0.6,1.2,0.7,0.4,3.4,1.2,0.4,4.6,1.9,16.3,0.0,60.0,Larry Fox,Larry Fox Services,DET,PF,Undrafted,,,,2,2016,6000000,3000000,Creighton,7,29,Cap Space,3,3,,,,1,1027424,1027424,,,11.0,-0.3,11.4,-0.1,-0.4
in China,Al Harrington,,,,,,,,,,,,,,,,,,,,,,,,0.0,Dan Fegan,Relativity Sports,ORL,PF,Drafted,1998,1,25,,2015,,,High School,16,35,MLE,7698,,,,,,,,,,9.8,-0.4,,,-0.4
